시도명,구시군명,기권율_이전회_pct,투표율_이전회_pct,기권율_전전회_pct,투표율_전전회_pct,기권율_증가_pct,청년_20대_투표율_pct,장년_30-40대_투표율_pct,중년_50-60대_투표율_pct,고령_70대이상_투표율_pct,세대격차_pct,청년인구비율_pct,장년인구비율_pct,중년인구비율_pct,고령인구비율_pct,기권의향률_pct,정치무관심률_pct,효능감_평균,정책인지_평균,공정선거인식_평균,기권율_Y_pct
서울특별시,강동구,46.15,53.85,40.15,59.85,6.0,41.4,44.53333333333333,65.05,64.05,22.65,12.9,31.43,30.04,9.53,4.46,15.22,4.01,2.38,2.28,46.15
부산광역시,중구,49.98,50.02,43.52,56.48,6.46,29.95,30.266666666666666,55.25,63.75,33.8,14.6,23.57,35.98,17.77,5.87,20.39,4.01,2.26,2.12,49.98
부산광역시,서구,49.64,50.36,42.98,57.02,6.66,33.5,35.8,60.4,60.8,27.3,12.23,23.28,34.7,17.39,5.87,20.39,4.01,2.26,2.12,49.64
부산광역시,동구,49.51,50.49,41.48,58.52,8.03,30.15,32.5,58.349999999999994,64.5,34.35,11.68,25.08,34.62,17.94,5.87,20.39,4.01,2.26,2.12,49.51
부산광역시,영도구,49.46,50.54,43.17,56.83,6.29,32.65,32.4,57.0,58.0,25.35,10.16,22.24,37.05,19.25,5.87,20.39,4.01,2.26,2.12,49.46
부산광역시,부산진구,52.37,47.63,42.37,57.63,10.0,30.4,33.199999999999996,58.45,64.8,34.4,14.38,27.4,32.3,13.12,5.87,20.39,4.01,2.26,2.12,52.37
부산광역시,동래구,50.1,49.9,40.19,59.81,9.91,32.05,35.699999999999996,61.2,62.3,30.25,11.42,28.11,31.62,11.92,5.87,20.39,4.01,2.26,2.12,50.1
부산광역시,남구,47.8,52.2,40.03,59.97,7.77,35.150000000000006,36.56666666666667,63.7,65.6,30.45,12.95,25.96,32.04,13.73,5.87,20.39,4.01,2.26,2.12,47.8
부산광역시,북구,48.74,51.26,40.09,59.91,8.65,33.3,38.63333333333333,60.650000000000006,61.0,27.7,12.32,25.86,35.89,11.3,5.87,20.39,4.01,2.26,2.12,48.74
부산광역시,해운대구,51.24,48.76,41.44,58.56,9.8,34.6,36.46666666666667,59.5,60.3,25.7,11.57,27.36,32.97,11.65,5.87,20.39,4.01,2.26,2.12,51.24
부산광역시,기장군,55.33,44.67,40.35,59.65,14.98,30.95,32.166666666666664,55.25,58.8,27.85,9.43,32.01,27.09,10.63,5.87,20.39,4.01,2.26,2.12,55.33
부산광역시,사하구,52.94,47.06,42.84,57.16,10.1,31.7,31.233333333333334,57.3,58.35,26.65,12.27,26.01,34.91,12.5,5.87,20.39,4.01,2.26,2.12,52.94
부산광역시,금정구,48.68,51.32,40.0,60.0,8.68,36.2,38.199999999999996,59.050000000000004,65.1,28.9,13.84,24.11,34.69,14.13,5.87,20.39,4.01,2.26,2.12,48.68
부산광역시,강서구,54.37,45.63,40.21,59.79,14.16,26.6,31.433333333333337,60.45,58.75,32.15,8.77,36.99,23.96,7.16,5.87,20.39,4.01,2.26,2.12,54.37
부산광역시,연제구,48.9,51.1,39.36,60.64,9.54,35.0,36.76666666666666,62.3,65.25,30.25,11.86,27.92,32.45,12.88,5.87,20.39,4.01,2.26,2.12,48.9
부산광역시,수영구,52.05,47.95,41.93,58.07,10.12,27.75,32.766666666666666,58.65,65.15,37.4,13.52,27.62,32.03,14.27,5.87,20.39,4.01,2.26,2.12,52.05
부산광역시,사상구,52.51,47.49,41.6,58.4,10.91,30.75,34.833333333333336,57.25,61.150000000000006,30.4,13.09,25.2,37.31,11.93,5.87,20.39,4.01,2.26,2.12,52.51
대구광역시,중구,57.09,42.91,41.64,58.36,15.45,31.0,33.166666666666664,49.7,53.45,22.45,15.18,28.78,28.05,13.61,9.29,22.86,3.67,2.49,2.28,57.09
대구광역시,동구,55.9,44.1,41.99,58.01,13.91,31.35,33.43333333333333,52.7,59.95,28.6,11.72,27.5,32.33,13.4,9.29,22.86,3.67,2.49,2.28,55.9
대구광역시,서구,55.18,44.82,46.41,53.59,8.77,30.75,29.900000000000002,51.7,60.9,30.15,11.85,22.99,39.12,15.47,9.29,22.86,3.67,2.49,2.28,55.18
대구광역시,남구,57.63,42.37,46.29,53.71,11.34,29.15,27.900000000000002,49.85,57.35,28.2,13.73,24.99,33.93,16.06,9.29,22.86,3.67,2.49,2.28,57.63
대구광역시,북구,57.04,42.96,42.82,57.18,14.22,33.25,35.666666666666664,55.2,58.45,25.2,14.02,27.81,31.29,9.82,9.29,22.86,3.67,2.49,2.28,57.04
대구광역시,수성구,54.87,45.13,39.8,60.2,15.07,34.45,35.166666666666664,53.5,57.900000000000006,23.45,12.44,26.71,31.12,10.71,9.29,22.86,3.67,2.49,2.28,54.87
대구광역시,달서구,58.61,41.39,43.72,56.28,14.89,30.25,30.833333333333332,49.25,55.4,25.15,13.62,26.96,33.15,9.62,9.29,22.86,3.67,2.49,2.28,58.61
대구광역시,달성군,57.44,42.56,41.46,58.54,15.98,32.05,33.53333333333333,55.75,57.0,24.95,10.65,32.33,28.23,8.32,9.29,22.86,3.67,2.49,2.28,57.44
인천광역시,중구,54.1,45.9,45.58,54.42,8.52,34.349999999999994,37.16666666666667,56.05,61.05,26.7,12.85,32.96,27.12,9.43,8.67,25.84,3.89,2.26,2.35,54.1
인천광역시,동구,45.11,54.89,39.62,60.38,5.49,38.150000000000006,40.333333333333336,64.4,65.45,27.3,10.26,26.69,33.18,15.66,8.67,25.84,3.89,2.26,2.35,45.11
인천광역시,미추홀구,55.29,44.71,40.91111111111111,59.08888888888888,5.819999999999999,32.35,34.6,55.650000000000006,60.099999999999994,27.75,13.82,29.2,31.23,11.29,8.67,25.84,3.89,2.26,2.35,55.29
인천광역시,연수구,48.32,51.68,40.46,59.54,7.86,35.95,44.833333333333336,67.05,61.65,25.7,12.81,32.01,28.13,6.2,8.67,25.84,3.89,2.26,2.35,48.32
인천광역시,남동구,51.94,48.06,44.11,55.89,7.83,34.25,35.53333333333334,60.75,61.75,27.5,13.14,29.88,31.16,8.91,8.67,25.84,3.89,2.26,2.35,51.94
인천광역시,부평구,52.49,47.51,46.1,53.9,6.39,36.05,37.3,58.099999999999994,60.25,24.2,13.63,28.89,32.75,9.74,8.67,25.84,3.89,2.26,2.35,52.49
인천광역시,계양구,43.94,56.06,45.95,54.05,-2.01,44.85,47.9,68.45,62.75,17.9,14.1,27.88,35.16,8.25,8.67,25.84,3.89,2.26,2.35,43.94
인천광역시,서구,53.76,46.24,45.56,54.44,8.2,33.6,36.93333333333333,60.3,57.35,23.75,12.78,32.25,28.87,6.62,8.67,25.84,3.89,2.26,2.35,53.76
인천광역시,강화군,38.1,61.9,34.26,65.74,3.84,36.95,42.06666666666667,67.55,61.5,24.55,7.17,18.43,38.98,23.08,8.67,25.84,3.89,2.26,2.35,38.1
인천광역시,옹진군,32.82,67.18,26.56,73.44,6.26,39.55,57.36666666666667,83.30000000000001,81.05000000000001,41.5,12.48,20.2,38.78,17.57,8.67,25.84,3.89,2.26,2.35,32.82
광주광역시,동구,57.48,42.52,37.34,62.66,20.14,31.55,31.100000000000005,50.2,56.949999999999996,25.4,14.18,26.64,29.62,14.85,8.42,29.27,3.58,2.37,2.2,57.48
광주광역시,서구,60.32,39.68,40.23,59.77,20.09,30.25,30.0,48.45,57.849999999999994,27.6,15.16,28.04,29.61,9.84,8.42,29.27,3.58,2.37,2.2,60.32
광주광역시,남구,60.31,39.69,39.93,60.07,20.38,28.75,34.5,46.25,52.8,24.05,12.62,27.62,28.88,12.05,8.42,29.27,3.58,2.37,2.2,60.31
광주광역시,북구,62.04,37.96,41.33,58.67,20.71,29.35,29.03333333333333,44.3,49.8,20.45,14.13,28.2,29.98,10.22,8.42,29.27,3.58,2.37,2.2,62.04
광주광역시,광산구,66.66,33.34,42.01,57.99,24.65,24.700000000000003,25.8,41.65,44.8,20.1,14.34,31.5,25.81,6.38,8.42,29.27,3.58,2.37,2.2,66.66
대전광역시,동구,50.99,49.01,44.43,55.57,6.56,30.85,37.166666666666664,60.0,63.0,32.15,13.4,26.19,31.97,12.87,7.15,14.63,3.71,2.28,2.25,50.99
대전광역시,중구,49.8,50.2,43.24,56.76,6.56,36.35,37.6,61.25,61.65,25.3,12.97,26.05,32.08,13.4,7.15,14.63,3.71,2.28,2.25,49.8
대전광역시,서구,51.75,48.25,42.7,57.3,9.05,32.85,36.96666666666667,62.400000000000006,62.95,30.1,15.24,29.71,28.73,8.33,7.15,14.63,3.71,2.28,2.25,51.75
대전광역시,유성구,48.42,51.58,38.27,61.73,10.15,37.099999999999994,43.53333333333333,65.2,60.8,23.7,14.8,32.54,26.3,6.0,7.15,14.63,3.71,2.28,2.25,48.42
대전광역시,대덕구,50.16,49.84,42.33,57.67,7.83,34.8,36.03333333333333,60.95,63.65,28.85,13.62,26.24,34.4,10.5,7.15,14.63,3.71,2.28,2.25,50.16
울산광역시,중구,45.66,54.34,34.16,65.84,11.5,36.8,42.6,68.3,61.85,25.05,11.63,27.18,34.9,9.85,7.54,21.88,3.83,2.45,2.07,45.66
울산광역시,남구,49.7,50.3,35.73,64.27,13.97,31.15,36.666666666666664,64.6,61.5,30.35,13.64,28.71,33.53,7.59,7.54,21.88,3.83,2.45,2.07,49.7
울산광역시,동구,44.39,55.61,35.4,64.6,8.99,35.849999999999994,44.46666666666667,71.69999999999999,62.349999999999994,26.5,10.81,30.67,31.68,7.81,7.54,21.88,3.83,2.45,2.07,44.39
울산광역시,북구,49.65,50.35,34.52,65.48,15.13,35.1,41.699999999999996,67.85,57.25,22.15,11.73,32.79,28.37,5.22,7.54,21.88,3.83,2.45,2.07,49.65
울산광역시,울주군,47.43,52.57,36.01,63.99,11.42,34.95,37.56666666666666,64.6,61.05,26.1,11.54,27.13,34.09,9.7,7.54,21.88,3.83,2.45,2.07,47.43
세종특별자치시,세종특별자치시,48.76,51.24,38.25,61.75,10.51,36.65,45.56666666666667,64.45,58.95,22.3,11.215381526104418,25.278032128514056,33.24670682730924,14.818393574297188,5.0,27.27,4.07,2.1,2.4,48.76
경기도,수원시장안구,46.74,53.26,39.67,60.33,7.07,42.6,41.833333333333336,65.3,61.0,18.4,15.81,28.05,30.47,8.82,6.85,21.35,3.9,2.34,2.33,46.74
경기도,수원시권선구,50.67,49.33,42.44,57.56,8.23,38.25,37.96666666666667,62.800000000000004,63.75,25.5,14.34,32.17,29.03,7.15,6.85,21.35,3.9,2.34,2.33,50.67
경기도,수원시팔달구,51.68,48.32,45.33,54.67,6.35,35.25,40.93333333333334,63.95,64.44999999999999,29.2,16.56,29.88,30.62,9.75,6.85,21.35,3.9,2.34,2.33,51.68
경기도,수원시영통구,45.91,54.09,36.13,63.87,9.78,39.0,44.6,68.2,64.7,25.7,15.76,35.04,23.83,4.74,6.85,21.35,3.9,2.34,2.33,45.91
경기도,성남시수정구,48.82,51.18,43.3,56.7,5.52,36.3,39.53333333333333,62.75,60.1,23.8,14.1,30.06,31.89,10.22,6.85,21.35,3.9,2.34,2.33,48.82
경기도,성남시중원구,49.06,50.94,42.52,57.48,6.54,34.8,38.699999999999996,56.0,59.3,24.5,13.92,29.44,32.88,10.33,6.85,21.35,3.9,2.34,2.33,49.06
경기도,성남시분당구,37.97,62.03,33.54,66.46,4.43,46.150000000000006,52.4,73.05,70.15,24.0,13.0,31.91,27.51,8.23,6.85,21.35,3.9,2.34,2.33,37.97
경기도,의정부시,53.04,46.96,45.83,54.17,7.21,33.95,35.43333333333334,58.5,61.5,27.55,13.7,28.71,31.1,10.14,6.85,21.35,3.9,2.34,2.33,53.04
경기도,안양시만안구,46.85,53.15,40.02,59.98,6.83,37.35,40.2,64.65,64.75,27.4,13.85,28.2,33.54,10.34,6.85,21.35,3.9,2.34,2.33,46.85
경기도,안양시동안구,41.21,58.79,34.74,65.26,6.47,45.6,49.5,70.3,68.3,22.7,13.15,31.11,29.94,7.5,6.85,21.35,3.9,2.34,2.33,41.21
경기도,부천시,50.57,49.43,44.6,55.4,5.97,37.6,38.53333333333333,60.650000000000006,60.1,22.5,13.66,29.39,32.96,8.73,6.85,21.35,3.9,2.34,2.33,50.57
경기도,광명시,43.53,56.47,38.37,61.63,5.16,41.5,47.56666666666666,65.9,63.6,22.1,12.39,30.46,30.47,8.91,6.85,21.35,3.9,2.34,2.33,43.53
경기도,평택시,56.47,43.53,46.8,53.2,9.67,31.2,33.76666666666667,59.7,58.2,27.0,13.65,32.59,27.26,7.84,6.85,21.35,3.9,2.34,2.33,56.47
경기도,양주시,51.87,48.13,45.0,55.0,6.87,36.2,33.36666666666667,59.6,55.7,19.5,11.61,28.51,30.44,10.55,6.85,21.35,3.9,2.34,2.33,51.87
경기도,동두천시,50.97,49.03,45.8,54.2,5.17,33.65,31.566666666666666,57.75,58.949999999999996,25.3,11.63,25.2,33.13,14.3,6.85,21.35,3.9,2.34,2.33,50.97
경기도,안산시상록구,54.49,45.51,46.86,53.14,7.63,34.650000000000006,36.63333333333333,61.25,59.7,25.05,16.32,28.15,32.17,7.46,6.85,21.35,3.9,2.34,2.33,54.49
경기도,안산시단원구,54.32,45.68,46.68,53.32,7.64,34.0,33.166666666666664,56.6,55.199999999999996,21.2,15.52,29.63,32.1,6.73,6.85,21.35,3.9,2.34,2.33,54.32
경기도,고양시덕양구,47.79,52.21,41.8,58.2,5.99,39.3,45.03333333333334,62.35,62.95,23.65,12.71,30.46,30.54,9.76,6.85,21.35,3.9,2.34,2.33,47.79
경기도,고양시일산동구,48.8,51.2,43.27,56.73,5.53,37.849999999999994,38.03333333333334,63.2,60.5,22.65,14.34,29.27,31.36,8.38,6.85,21.35,3.9,2.34,2.33,48.8
경기도,고양시일산서구,46.53,53.47,40.18,59.82,6.35,38.45,43.5,63.8,60.65,22.2,13.63,28.3,31.14,8.74,6.85,21.35,3.9,2.34,2.33,46.53
경기도,과천시,34.58,65.42,29.84,70.16,4.74,52.25,55.56666666666666,77.85,72.0,19.75,12.92,30.07,29.42,8.22,6.85,21.35,3.9,2.34,2.33,34.58
경기도,의왕시,42.0,58.0,35.62,64.38,6.38,43.95,48.06666666666666,73.19999999999999,64.5,20.55,13.64,28.66,32.47,8.56,6.85,21.35,3.9,2.34,2.33,42.0
경기도,구리시,46.24,53.76,40.89,59.11,5.35,38.25,41.699999999999996,65.55,65.6,27.35,13.3,29.26,32.04,8.95,6.85,21.35,3.9,2.34,2.33,46.24
경기도,남양주시,50.95,49.05,45.14,54.86,5.81,36.25,38.333333333333336,61.75,61.650000000000006,25.4,11.65,30.17,29.38,9.26,6.85,21.35,3.9,2.34,2.33,50.95
경기도,오산시,56.28,43.72,46.89,53.11,9.39,31.7,33.9,61.099999999999994,59.75,28.05,13.36,35.21,24.72,6.41,6.85,21.35,3.9,2.34,2.33,56.28
경기도,화성시,52.65,47.35,43.13,56.87,9.52,37.05,40.266666666666666,63.05,55.5,18.45,12.24,36.24,22.99,5.64,6.85,21.35,3.9,2.34,2.33,52.65
경기도,시흥시,54.76,45.24,47.14,52.86,7.62,31.8,35.733333333333334,58.9,56.449999999999996,24.65,13.35,33.08,28.33,5.96,6.85,21.35,3.9,2.34,2.33,54.76
경기도,군포시,44.52,55.48,36.87,63.13,7.65,40.5,46.46666666666667,66.95,66.6,26.1,13.55,29.6,31.4,8.79,6.85,21.35,3.9,2.34,2.33,44.52
경기도,하남시,47.63,52.37,40.56,59.44,7.07,39.25,41.699999999999996,67.65,62.8,23.55,11.72,34.59,26.53,7.62,6.85,21.35,3.9,2.34,2.33,47.63
경기도,파주시,53.65,46.35,45.02,54.98,8.63,33.0,34.56666666666667,60.65,59.900000000000006,26.9,12.22,31.19,27.69,9.23,6.85,21.35,3.9,2.34,2.33,53.65
경기도,여주시,48.48,51.52,41.14,58.86,7.34,29.75,33.86666666666667,63.05,59.0,29.25,10.43,23.89,36.02,14.49,6.85,21.35,3.9,2.34,2.33,48.48
경기도,이천시,52.94,47.06,45.37,54.63,7.57,29.700000000000003,31.400000000000002,60.35,57.050000000000004,27.35,13.85,29.55,29.18,9.31,6.85,21.35,3.9,2.34,2.33,52.94
경기도,용인시처인구,52.8,47.2,44.6,55.4,8.2,32.599999999999994,37.5,61.25,60.75,28.15,13.12,29.39,30.4,9.5,6.85,21.35,3.9,2.34,2.33,52.8
경기도,용인시수지구,41.41,58.59,35.35,64.65,6.06,44.150000000000006,51.36666666666667,72.5,70.6,26.45,12.18,32.16,25.04,9.07,6.85,21.35,3.9,2.34,2.33,41.41
경기도,용인시기흥구,44.51,55.49,36.58,63.42,7.93,39.900000000000006,43.96666666666667,67.9,70.9,31.0,12.87,31.28,26.27,9.0,6.85,21.35,3.9,2.34,2.33,44.51
경기도,안성시,50.0,50.0,45.17,54.83,4.83,32.2,32.36666666666667,61.6,60.1,27.9,12.07,27.82,31.66,11.68,6.85,21.35,3.9,2.34,2.33,50.0
경기도,김포시,50.11,49.89,43.06,56.94,7.05,33.85,39.333333333333336,62.1,61.95,28.1,10.61,34.21,25.63,8.05,6.85,21.35,3.9,2.34,2.33,50.11
경기도,광주시,53.85,46.15,45.78,54.22,8.07,29.85,34.53333333333333,56.800000000000004,56.650000000000006,26.8,11.42,31.74,30.73,8.5,6.85,21.35,3.9,2.34,2.33,53.85
경기도,포천시,48.65,51.35,45.17,54.83,3.48,33.9,36.03333333333333,66.95,60.45,26.55,12.04,22.88,38.13,13.13,6.85,21.35,3.9,2.34,2.33,48.65
경기도,연천군,39.84,60.16,35.6,64.4,4.24,42.75,46.03333333333333,71.25,66.55000000000001,23.8,11.76,20.54,35.39,18.49,6.85,21.35,3.9,2.34,2.33,39.84
경기도,양평군,40.81,59.19,38.12,61.88,2.69,39.599999999999994,46.86666666666667,67.85,66.05,26.45,8.58,22.15,37.95,16.77,6.85,21.35,3.9,2.34,2.33,40.81
경기도,가평군,40.55,59.45,35.27,64.73,5.28,40.6,41.56666666666666,71.0,66.1,25.5,9.67,21.12,38.92,17.29,6.85,21.35,3.9,2.34,2.33,40.55
강원특별자치도,춘천시,43.63,56.37,37.66,62.34,5.97,40.4,44.800000000000004,68.75,65.3,24.9,13.13,26.71,31.23,11.77,3.26,17.39,3.93,2.22,2.22,43.63
강원특별자치도,원주시,48.19,51.81,42.92,57.08,5.27,33.95,40.199999999999996,63.75,62.25,28.3,12.41,28.52,31.28,9.88,3.26,17.39,3.93,2.22,2.22,48.19
강원특별자치도,강릉시,45.13,54.87,39.49,60.51,5.64,32.05,38.36666666666667,64.85,62.400000000000006,30.35,11.44,24.73,34.13,14.38,3.26,17.39,3.93,2.22,2.22,45.13
강원특별자치도,동해시,45.31,54.69,38.05,61.95,7.26,32.85,38.766666666666666,64.0,61.3,28.45,10.17,25.28,34.02,13.63,3.26,17.39,3.93,2.22,2.22,45.31
강원특별자치도,삼척시,34.15,65.85,30.59,69.41,3.56,36.2,53.199999999999996,77.1,70.80000000000001,34.6,10.68,21.42,35.61,17.4,3.26,17.39,3.93,2.22,2.22,34.15
강원특별자치도,태백시,36.04,63.96,34.1,65.9,1.94,40.75,43.23333333333333,68.0,69.1,28.35,8.33,22.6,36.57,17.6,3.26,17.39,3.93,2.22,2.22,36.04
강원특별자치도,정선군,31.0,69.0,30.64,69.36,0.36,49.0,53.93333333333334,73.85,69.2,20.2,7.18,20.41,41.2,19.2,3.26,17.39,3.93,2.22,2.22,31.0
강원특별자치도,속초시,48.21,51.79,40.66,59.34,7.55,33.0,38.833333333333336,60.699999999999996,62.599999999999994,29.6,10.64,25.57,35.24,12.54,3.26,17.39,3.93,2.22,2.22,48.21
강원특별자치도,고성군,32.29,67.71,28.01,71.99,4.28,35.55,45.03333333333333,76.2,67.85,32.3,9.76,19.92,38.51,19.79,3.26,17.39,3.93,2.22,2.22,32.29
강원특별자치도,양양군,34.26,65.74,25.84,74.16,8.42,40.45,55.0,76.25,71.0,30.55,8.16,20.3,39.15,20.49,3.26,17.39,3.93,2.22,2.22,34.26
강원특별자치도,인제군,33.64,66.36,27.94,72.06,5.7,44.55,53.300000000000004,77.6,69.05000000000001,24.5,12.84,24.61,33.73,13.34,3.26,17.39,3.93,2.22,2.22,33.64
강원특별자치도,홍천군,39.19,60.81,33.81,66.19,5.38,38.05,36.699999999999996,70.1,63.3,25.25,9.22,19.8,40.14,17.65,3.26,17.39,3.93,2.22,2.22,39.19
강원특별자치도,횡성군,33.58,66.42,31.11,68.89,2.47,43.05,47.76666666666667,74.2,72.94999999999999,29.9,7.6,17.41,42.15,19.7,3.26,17.39,3.93,2.22,2.22,33.58
강원특별자치도,영월군,33.65,66.35,31.9,68.1,1.75,44.55,54.1,74.85,69.75,25.2,8.12,18.06,41.18,20.27,3.26,17.39,3.93,2.22,2.22,33.65
강원특별자치도,평창군,32.13,67.87,32.08,67.92,0.05,42.45,44.866666666666674,73.1,69.4,26.95,7.85,18.91,42.27,19.29,3.26,17.39,3.93,2.22,2.22,32.13
강원특별자치도,화천군,34.28,65.72,25.5,74.5,8.78,37.75,42.50000000000001,77.19999999999999,71.3,33.55,14.46,22.11,33.07,15.48,3.26,17.39,3.93,2.22,2.22,34.28
강원특별자치도,양구군,30.98,69.02,26.59,73.41,4.39,46.45,59.26666666666667,81.75,69.75,23.3,12.87,22.4,32.62,14.89,3.26,17.39,3.93,2.22,2.22,30.98
강원특별자치도,철원군,39.48,60.52,33.35,66.65,6.13,37.85,40.99999999999999,76.2,69.05,31.2,11.91,22.91,33.01,16.02,3.26,17.39,3.93,2.22,2.22,39.48
충청북도,청주시상당구,51.18,48.82,42.91,57.09,8.27,34.5,35.666666666666664,63.400000000000006,61.2,26.7,12.38,27.82,30.94,10.12,7.84,21.15,3.9,2.18,2.22,51.18
충청북도,청주시서원구,51.46,48.54,42.5,57.5,8.96,33.1,34.53333333333333,60.2,60.65,27.55,14.51,26.82,31.72,10.03,7.84,21.15,3.9,2.18,2.22,51.46
충청북도,청주시흥덕구,56.04,43.96,46.19,53.81,9.85,31.6,33.43333333333334,60.9,59.9,28.3,14.96,31.6,27.58,7.13,7.84,21.15,3.9,2.18,2.22,56.04
충청북도,청주시청원구,54.7,45.3,44.48,55.52,10.22,29.65,33.4,58.8,62.099999999999994,32.45,13.18,32.5,25.88,8.5,7.84,21.15,3.9,2.18,2.22,54.7
충청북도,충주시,50.44,49.56,40.94,59.06,9.5,27.299999999999997,32.766666666666666,58.400000000000006,61.5,34.2,11.1,25.23,34.22,13.54,7.84,21.15,3.9,2.18,2.22,50.44
충청북도,제천시,45.65,54.35,38.62,61.38,7.03,36.05,38.699999999999996,64.25,62.55,26.5,11.05,22.41,36.18,14.8,7.84,21.15,3.9,2.18,2.22,45.65
